Alg,Set_Num,Rep_num,Fitness,Seconds,tokeep,samples
mimic,7,1130,73.0,0.0145814,0.1,40
mimic,7,1140,73.0,0.0144489,0.1,40
mimic,7,1150,73.0,0.0149291,0.1,40
mimic,7,1160,73.0,0.0151483999999,0.1,40
mimic,7,1170,73.0,0.0163903,0.1,40
mimic,7,1180,73.0,0.015194,0.1,40
mimic,7,1190,73.0,0.0148208999999,0.1,40
mimic,7,1200,73.0,0.0153081999999,0.1,40
mimic,7,1210,73.0,0.0148565000001,0.1,40
mimic,7,1220,73.0,0.0148219,0.1,40
mimic,7,1230,73.0,0.0140887,0.1,40
mimic,7,1240,73.0,0.0151748999999,0.1,40
mimic,7,1250,73.0,0.0153789,0.1,40
mimic,7,1260,73.0,0.0147252999999,0.1,40
mimic,7,1270,73.0,0.014604,0.1,40
mimic,7,1280,73.0,0.0146871999999,0.1,40
mimic,7,1290,73.0,0.0144016,0.1,40
mimic,7,1300,73.0,0.0149977999999,0.1,40
mimic,7,1310,73.0,0.014501,0.1,40
mimic,7,1320,73.0,0.0177516,0.1,40
mimic,7,1330,73.0,0.0150707,0.1,40
mimic,7,1340,73.0,0.0153184000001,0.1,40
mimic,7,1350,73.0,0.0150885999999,0.1,40
mimic,7,1360,73.0,0.014138,0.1,40
mimic,7,1370,73.0,0.0153067,0.1,40
mimic,7,1380,73.0,0.0141712,0.1,40
mimic,7,1390,73.0,0.014861,0.1,40
mimic,7,1400,73.0,0.0158263000001,0.1,40
mimic,7,1410,73.0,0.0138303,0.1,40
mimic,7,1420,73.0,0.014316,0.1,40
mimic,7,1430,73.0,0.0170828,0.1,40
mimic,7,1440,73.0,0.0160115,0.1,40
mimic,7,1450,73.0,0.0157952000001,0.1,40
mimic,7,1460,73.0,0.0153044,0.1,40
mimic,7,1470,73.0,0.0175646,0.1,40
mimic,7,1480,73.0,0.015722,0.1,40
mimic,7,1490,73.0,0.0157372,0.1,40
mimic,7,1500,73.0,0.0159316,0.1,40
mimic,7,1510,73.0,0.016899,0.1,40
mimic,7,1520,73.0,0.0179851,0.1,40
mimic,7,1530,73.0,0.0146738,0.1,40
mimic,7,1540,73.0,0.0174459,0.1,40
mimic,7,1550,73.0,0.0147367000001,0.1,40
mimic,7,1560,73.0,0.0147191999999,0.1,40
mimic,7,1570,73.0,0.0154008,0.1,40
mimic,7,1580,73.0,0.0140568,0.1,40
mimic,7,1590,73.0,0.0149035000001,0.1,40
mimic,7,1600,73.0,0.0155536000001,0.1,40
mimic,7,1610,73.0,0.0145265,0.1,40
mimic,7,1620,73.0,0.0165509999999,0.1,40
mimic,7,1630,73.0,0.0145962,0.1,40
mimic,7,1640,73.0,0.0142752,0.1,40
mimic,7,1650,73.0,0.0156635,0.1,40
mimic,7,1660,73.0,0.014717,0.1,40
mimic,7,1670,73.0,0.0154994000001,0.1,40
mimic,7,1680,73.0,0.0150296,0.1,40
mimic,7,1690,73.0,0.0153170999999,0.1,40
mimic,7,1700,73.0,0.0148780000001,0.1,40
mimic,7,1710,73.0,0.0145735,0.1,40
mimic,7,1720,73.0,0.0150285999999,0.1,40
mimic,7,1730,73.0,0.0151049,0.1,40
mimic,7,1740,73.0,0.0140249,0.1,40
mimic,7,1750,73.0,0.0165258,0.1,40
mimic,7,1760,73.0,0.0147642999999,0.1,40
mimic,7,1770,73.0,0.0153881,0.1,40
mimic,7,1780,73.0,0.014863,0.1,40
mimic,7,1790,73.0,0.014549,0.1,40
mimic,7,1800,73.0,0.0150116,0.1,40
mimic,7,1810,73.0,0.0155467,0.1,40
mimic,7,1820,73.0,0.0141004999999,0.1,40
mimic,7,1830,73.0,0.014531,0.1,40
mimic,7,1840,73.0,0.0155198,0.1,40
mimic,7,1850,73.0,0.0141289999999,0.1,40
mimic,7,1860,73.0,0.0151723,0.1,40
mimic,7,1870,73.0,0.0140201,0.1,40
mimic,7,1880,73.0,0.0150480999999,0.1,40
mimic,7,1890,73.0,0.0147734,0.1,40
mimic,7,1900,73.0,0.0146063,0.1,40
mimic,7,1910,75.0,0.0147727,0.1,40
mimic,7,1920,75.0,0.0147720000001,0.1,40
mimic,7,1930,75.0,0.0141785999999,0.1,40
mimic,7,1940,75.0,0.0138985,0.1,40
mimic,7,1950,75.0,0.0147430000001,0.1,40
mimic,7,1960,75.0,0.0155421000001,0.1,40
mimic,7,1970,75.0,0.0157613,0.1,40
mimic,7,1980,75.0,0.0150679999999,0.1,40
mimic,7,1990,75.0,0.0165369,0.1,40
mimic,7,2000,75.0,0.0142107,0.1,40
mimic,7,2010,75.0,0.0154084000001,0.1,40
mimic,7,2020,75.0,0.0144105000001,0.1,40
mimic,7,2030,75.0,0.014225,0.1,40
mimic,7,2040,75.0,0.0150787,0.1,40
mimic,7,2050,75.0,0.0143406000001,0.1,40
mimic,7,2060,75.0,0.0151466999999,0.1,40
mimic,7,2070,75.0,0.0145529,0.1,40
mimic,7,2080,75.0,0.0159536,0.1,40
mimic,7,2090,75.0,0.0145429,0.1,40
mimic,7,2100,75.0,0.0142374999999,0.1,40
mimic,7,2110,75.0,0.0140805,0.1,40
mimic,7,2120,75.0,0.0154076,0.1,40
mimic,7,2130,75.0,0.0147133,0.1,40
mimic,7,2140,75.0,0.0154732,0.1,40
mimic,7,2150,75.0,0.0151443999999,0.1,40
mimic,7,2160,75.0,0.0149887,0.1,40
mimic,7,2170,75.0,0.0156031,0.1,40
mimic,7,2180,75.0,0.0139595000001,0.1,40
mimic,7,2190,75.0,0.014229,0.1,40
mimic,7,2200,75.0,0.0146367,0.1,40
mimic,7,2210,75.0,0.0156942,0.1,40
mimic,7,2220,75.0,0.0142231,0.1,40
mimic,7,2230,75.0,0.014765,0.1,40
mimic,7,2240,75.0,0.0142449,0.1,40
mimic,7,2250,75.0,0.0157453,0.1,40
mimic,7,2260,75.0,0.0151826,0.1,40
mimic,7,2270,75.0,0.0145219999999,0.1,40
mimic,7,2280,75.0,0.0165625000001,0.1,40
mimic,7,2290,75.0,0.0157551000001,0.1,40
mimic,7,2300,77.0,0.0172994000001,0.1,40
mimic,7,2310,75.0,0.0153875,0.1,40
mimic,7,2320,75.0,0.0151998,0.1,40
mimic,7,2330,75.0,0.0155937999999,0.1,40
mimic,7,2340,75.0,0.0147689,0.1,40
mimic,7,2350,75.0,0.0142414999999,0.1,40
mimic,7,2360,75.0,0.0177815,0.1,40
mimic,7,2370,75.0,0.0150110000001,0.1,40
mimic,7,2380,75.0,0.0165430000001,0.1,40
mimic,7,2390,75.0,0.0145408,0.1,40
mimic,7,2400,75.0,0.0161381,0.1,40
mimic,7,2410,75.0,0.0146536000001,0.1,40
mimic,7,2420,75.0,0.0143233,0.1,40
mimic,7,2430,75.0,0.014624,0.1,40
mimic,7,2440,75.0,0.0149187000001,0.1,40
mimic,7,2450,75.0,0.0143735,0.1,40
mimic,7,2460,75.0,0.0152884,0.1,40
mimic,7,2470,75.0,0.013997,0.1,40
mimic,7,2480,75.0,0.0139091,0.1,40
mimic,7,2490,75.0,0.0144748,0.1,40
mimic,7,2500,75.0,0.0143932999999,0.1,40
mimic,7,2510,75.0,0.0174413000001,0.1,40
mimic,7,2520,75.0,0.0144989,0.1,40
mimic,7,2530,75.0,0.0142471,0.1,40
mimic,7,2540,75.0,0.0150689,0.1,40
mimic,7,2550,75.0,0.0145179,0.1,40
mimic,7,2560,75.0,0.0151165,0.1,40
mimic,7,2570,75.0,0.0144379999999,0.1,40
mimic,7,2580,75.0,0.0149594,0.1,40
mimic,7,2590,75.0,0.0144109,0.1,40
mimic,7,2600,75.0,0.0147659,0.1,40
mimic,7,2610,75.0,0.0145646,0.1,40
mimic,7,2620,75.0,0.0161113,0.1,40
mimic,7,2630,75.0,0.0149411,0.1,40
mimic,7,2640,75.0,0.0156693,0.1,40
mimic,7,2650,75.0,0.015349,0.1,40
mimic,7,2660,75.0,0.0176804,0.1,40
mimic,7,2670,75.0,0.0149043,0.1,40
mimic,7,2680,75.0,0.0143839999999,0.1,40
mimic,7,2690,75.0,0.0156266,0.1,40
mimic,7,2700,75.0,0.0149634999999,0.1,40
mimic,7,2710,75.0,0.0140649,0.1,40
mimic,7,2720,75.0,0.0150851,0.1,40
mimic,7,2730,75.0,0.0167406,0.1,40
mimic,7,2740,75.0,0.0144047,0.1,40
mimic,7,2750,75.0,0.0144985000001,0.1,40
mimic,7,2760,75.0,0.0140888,0.1,40
mimic,7,2770,75.0,0.0164257,0.1,40
mimic,7,2780,75.0,0.0155186,0.1,40
mimic,7,2790,75.0,0.0140587999999,0.1,40
mimic,7,2800,75.0,0.0151355,0.1,40
mimic,7,2810,75.0,0.0155935,0.1,40
mimic,7,2820,75.0,0.0150578,0.1,40
mimic,7,2830,75.0,0.0143283,0.1,40
mimic,7,2840,75.0,0.0135775,0.1,40
mimic,7,2850,75.0,0.0146737,0.1,40
mimic,7,2860,75.0,0.0147906999999,0.1,40
mimic,7,2870,75.0,0.0147142999999,0.1,40
mimic,7,2880,75.0,0.0154636,0.1,40
mimic,7,2890,75.0,0.0148957,0.1,40
mimic,7,2900,75.0,0.0154087999999,0.1,40
mimic,7,2910,75.0,0.014643,0.1,40
mimic,7,2920,75.0,0.0143796999999,0.1,40
mimic,7,2930,75.0,0.0147933,0.1,40
mimic,7,2940,75.0,0.0142703,0.1,40
mimic,7,2950,75.0,0.0155166000001,0.1,40
mimic,7,2960,75.0,0.0162567,0.1,40
mimic,7,2970,75.0,0.0146518,0.1,40
mimic,7,2980,75.0,0.0173069,0.1,40
mimic,7,2990,75.0,0.0147211999999,0.1,40
mimic,7,3000,75.0,0.0144792,0.1,40
mimic,7,3010,75.0,0.0143095,0.1,40
mimic,7,3020,75.0,0.0142131,0.1,40
mimic,7,3030,75.0,0.0171797,0.1,40
mimic,7,3040,75.0,0.0142956,0.1,40
mimic,7,3050,75.0,0.0137353,0.1,40
mimic,7,3060,75.0,0.0149551,0.1,40
mimic,7,3070,75.0,0.0143999000001,0.1,40
mimic,7,3080,75.0,0.0154182,0.1,40
mimic,7,3090,77.0,0.0144298,0.1,40
mimic,7,3100,75.0,0.0156865,0.1,40
mimic,7,3110,75.0,0.0150569,0.1,40
mimic,7,3120,75.0,0.0149022000001,0.1,40
mimic,7,3130,75.0,0.0146908,0.1,40
mimic,7,3140,75.0,0.0150104999999,0.1,40
mimic,7,3150,75.0,0.0145337,0.1,40
mimic,7,3160,75.0,0.0162081999999,0.1,40
mimic,7,3170,75.0,0.0146366,0.1,40
mimic,7,3180,75.0,0.0147208,0.1,40
mimic,7,3190,75.0,0.0154873,0.1,40
mimic,7,3200,75.0,0.0137105,0.1,40
mimic,7,3210,75.0,0.0145143,0.1,40
mimic,7,3220,75.0,0.0145334,0.1,40
mimic,7,3230,75.0,0.0143932999999,0.1,40
mimic,7,3240,75.0,0.0148684,0.1,40
mimic,7,3250,75.0,0.0155705,0.1,40
mimic,7,3260,75.0,0.0140677000001,0.1,40
mimic,7,3270,75.0,0.0157327000001,0.1,40
mimic,7,3280,75.0,0.0156879,0.1,40
mimic,7,3290,77.0,0.0146968,0.1,40
mimic,7,3300,77.0,0.0161208,0.1,40
mimic,7,3310,77.0,0.0138054,0.1,40
mimic,7,3320,77.0,0.0142807999999,0.1,40
mimic,7,3330,77.0,0.0157398,0.1,40
mimic,7,3340,77.0,0.0144367,0.1,40
mimic,7,3350,77.0,0.015386,0.1,40
mimic,7,3360,77.0,0.0139311,0.1,40
mimic,7,3370,77.0,0.0150910000001,0.1,40
mimic,7,3380,77.0,0.0156052,0.1,40
mimic,7,3390,77.0,0.0145696,0.1,40
mimic,7,3400,77.0,0.0157525,0.1,40
mimic,7,3410,77.0,0.0145576,0.1,40
mimic,7,3420,77.0,0.0144505000001,0.1,40
mimic,7,3430,77.0,0.0148295,0.1,40
mimic,7,3440,77.0,0.0143311999999,0.1,40
mimic,7,3450,77.0,0.0146566999999,0.1,40
mimic,7,3460,77.0,0.0155027,0.1,40
mimic,7,3470,77.0,0.015076,0.1,40
mimic,7,3480,77.0,0.0161882,0.1,40
mimic,7,3490,77.0,0.0139035,0.1,40
mimic,8,0,64.0,0.0178244,0.1,40
mimic,8,10,64.0,0.0157605000001,0.1,40
mimic,8,20,66.0,0.0161042999999,0.1,40
mimic,8,30,66.0,0.0148386,0.1,40
mimic,8,40,69.0,0.0146397,0.1,40
mimic,8,50,71.0,0.0178519000001,0.1,40
mimic,8,60,69.0,0.0145498000001,0.1,40
mimic,8,70,69.0,0.0151199000001,0.1,40
mimic,8,80,69.0,0.0145804,0.1,40
mimic,8,90,69.0,0.0154456,0.1,40
mimic,8,100,69.0,0.0155301,0.1,40
mimic,8,110,69.0,0.0139142,0.1,40
mimic,8,120,71.0,0.0197833,0.1,40
mimic,8,130,71.0,0.0152824,0.1,40
mimic,8,140,71.0,0.0144582,0.1,40
mimic,8,150,71.0,0.0149636,0.1,40
mimic,8,160,71.0,0.0151402,0.1,40
mimic,8,170,73.0,0.0144808,0.1,40
mimic,8,180,73.0,0.0160848,0.1,40
mimic,8,190,71.0,0.0138902,0.1,40
mimic,8,200,71.0,0.0158043,0.1,40
mimic,8,210,73.0,0.0146313,0.1,40
mimic,8,220,73.0,0.0142327,0.1,40
mimic,8,230,73.0,0.0150843,0.1,40
mimic,8,240,73.0,0.013904,0.1,40
mimic,8,250,73.0,0.0153247999999,0.1,40
mimic,8,260,73.0,0.0155665000001,0.1,40
mimic,8,270,73.0,0.0162476,0.1,40
mimic,8,280,75.0,0.0153881,0.1,40
mimic,8,290,73.0,0.0146701,0.1,40
mimic,8,300,75.0,0.0145080999999,0.1,40
mimic,8,310,75.0,0.0148883000001,0.1,40
mimic,8,320,75.0,0.0143701000001,0.1,40
mimic,8,330,75.0,0.014506,0.1,40
mimic,8,340,75.0,0.0145687,0.1,40
mimic,8,350,75.0,0.0152082999999,0.1,40
mimic,8,360,75.0,0.0155383,0.1,40
mimic,8,370,75.0,0.0139344,0.1,40
mimic,8,380,77.0,0.0141272999999,0.1,40
mimic,8,390,77.0,0.0147589000001,0.1,40
mimic,8,400,77.0,0.0148634000001,0.1,40
mimic,8,410,77.0,0.0151325999999,0.1,40
mimic,8,420,77.0,0.0158494999999,0.1,40
mimic,8,430,77.0,0.0144407,0.1,40
mimic,8,440,77.0,0.0148089,0.1,40
mimic,8,450,77.0,0.0144768,0.1,40
mimic,8,460,77.0,0.0145537,0.1,40
mimic,8,470,77.0,0.0151294,0.1,40
mimic,8,480,77.0,0.0137367,0.1,40
mimic,8,490,77.0,0.0159343,0.1,40
mimic,8,500,77.0,0.0140179,0.1,40
mimic,8,510,77.0,0.0143268,0.1,40
mimic,8,520,77.0,0.0153808,0.1,40
mimic,8,530,77.0,0.0143653,0.1,40
mimic,8,540,77.0,0.0142109999999,0.1,40
mimic,8,550,77.0,0.014537,0.1,40
mimic,8,560,77.0,0.0142871,0.1,40
mimic,8,570,77.0,0.0160509999999,0.1,40
mimic,8,580,77.0,0.0144426000001,0.1,40
mimic,8,590,77.0,0.0144688,0.1,40
mimic,8,600,77.0,0.0145273000001,0.1,40
mimic,8,610,77.0,0.0140127000001,0.1,40
mimic,8,620,77.0,0.0164682000001,0.1,40
mimic,8,630,77.0,0.0138641,0.1,40
mimic,8,640,77.0,0.0147691,0.1,40
mimic,8,650,77.0,0.0142927000001,0.1,40
mimic,8,660,77.0,0.0159574,0.1,40
mimic,8,670,77.0,0.0165281999999,0.1,40
mimic,8,680,77.0,0.014809,0.1,40
mimic,8,690,77.0,0.0150490000001,0.1,40
mimic,8,700,77.0,0.0164529,0.1,40
mimic,8,710,77.0,0.0149797,0.1,40
mimic,8,720,77.0,0.0165209,0.1,40
mimic,8,730,77.0,0.0152423000001,0.1,40
mimic,8,740,77.0,0.0148485,0.1,40
mimic,8,750,77.0,0.0152339,0.1,40
mimic,8,760,77.0,0.0145803,0.1,40
mimic,8,770,77.0,0.0139674999999,0.1,40
mimic,8,780,77.0,0.0150916,0.1,40
mimic,8,790,77.0,0.0151168,0.1,40
mimic,8,800,77.0,0.0143378,0.1,40
mimic,8,810,77.0,0.0146953,0.1,40
mimic,8,820,77.0,0.013925,0.1,40
mimic,8,830,77.0,0.0157991,0.1,40
mimic,8,840,77.0,0.0146681,0.1,40
mimic,8,850,77.0,0.0144077,0.1,40
mimic,8,860,77.0,0.0147322,0.1,40
mimic,8,870,77.0,0.0147632000001,0.1,40
mimic,8,880,77.0,0.0143787,0.1,40
mimic,8,890,77.0,0.0146104,0.1,40
mimic,8,900,77.0,0.0133836,0.1,40
mimic,8,910,77.0,0.014519,0.1,40
mimic,8,920,77.0,0.0146135,0.1,40
mimic,8,930,77.0,0.0148511,0.1,40
mimic,8,940,77.0,0.0158795999999,0.1,40
mimic,8,950,77.0,0.014978,0.1,40
mimic,8,960,77.0,0.0134085000001,0.1,40
mimic,8,970,77.0,0.0143910999999,0.1,40
mimic,8,980,77.0,0.0149011,0.1,40
mimic,8,990,77.0,0.0139321,0.1,40
mimic,8,1000,77.0,0.0153345,0.1,40
mimic,8,1010,77.0,0.0145472,0.1,40
mimic,8,1020,77.0,0.0150843,0.1,40
mimic,8,1030,77.0,0.0143944,0.1,40
mimic,8,1040,77.0,0.0143471,0.1,40
mimic,8,1050,77.0,0.0150888000001,0.1,40
mimic,8,1060,77.0,0.0145349000001,0.1,40
mimic,8,1070,77.0,0.0143208,0.1,40
mimic,8,1080,77.0,0.0162044,0.1,40
mimic,8,1090,77.0,0.0153638,0.1,40
mimic,8,1100,77.0,0.015115,0.1,40
mimic,8,1110,77.0,0.0143831,0.1,40
mimic,8,1120,77.0,0.0146711,0.1,40
mimic,8,1130,77.0,0.0144926,0.1,40
mimic,8,1140,77.0,0.0142515,0.1,40
mimic,8,1150,77.0,0.0146561,0.1,40
mimic,8,1160,77.0,0.0155761,0.1,40
mimic,8,1170,77.0,0.0143721000001,0.1,40
mimic,8,1180,77.0,0.0145563999999,0.1,40
mimic,8,1190,77.0,0.0148382,0.1,40
mimic,8,1200,77.0,0.0140255,0.1,40
mimic,8,1210,77.0,0.0144035,0.1,40
mimic,8,1220,77.0,0.0138082999999,0.1,40
mimic,8,1230,77.0,0.0139931,0.1,40
mimic,8,1240,77.0,0.0157385,0.1,40
mimic,8,1250,77.0,0.0138942,0.1,40
mimic,8,1260,77.0,0.0150036,0.1,40
mimic,8,1270,77.0,0.0142946,0.1,40
mimic,8,1280,77.0,0.0147946999999,0.1,40
mimic,8,1290,77.0,0.0150530999999,0.1,40
mimic,8,1300,77.0,0.0140504999999,0.1,40
mimic,8,1310,77.0,0.0154497999999,0.1,40
mimic,8,1320,77.0,0.0148484,0.1,40
mimic,8,1330,77.0,0.0144992,0.1,40
mimic,8,1340,77.0,0.0146041,0.1,40
mimic,8,1350,77.0,0.0143041,0.1,40
mimic,8,1360,77.0,0.014941,0.1,40
mimic,8,1370,77.0,0.0158902000001,0.1,40
mimic,8,1380,77.0,0.014303,0.1,40
mimic,8,1390,77.0,0.0158375000001,0.1,40
mimic,8,1400,77.0,0.0147294,0.1,40
mimic,8,1410,77.0,0.0144315,0.1,40
mimic,8,1420,77.0,0.0154209,0.1,40
mimic,8,1430,77.0,0.0145975,0.1,40
mimic,8,1440,77.0,0.0206037,0.1,40
mimic,8,1450,77.0,0.0154662,0.1,40
mimic,8,1460,77.0,0.0153285,0.1,40
mimic,8,1470,77.0,0.0137842,0.1,40
mimic,8,1480,77.0,0.0139434,0.1,40
mimic,8,1490,77.0,0.0140507,0.1,40
mimic,8,1500,77.0,0.0158356999999,0.1,40
mimic,8,1510,77.0,0.0143239,0.1,40
mimic,8,1520,77.0,0.0153342,0.1,40
mimic,8,1530,77.0,0.0156502,0.1,40
mimic,8,1540,77.0,0.0147427000001,0.1,40
mimic,8,1550,77.0,0.0154507,0.1,40
mimic,8,1560,77.0,0.0143107,0.1,40
mimic,8,1570,77.0,0.0143959,0.1,40
mimic,8,1580,77.0,0.0146713,0.1,40
mimic,8,1590,77.0,0.0141259,0.1,40
mimic,8,1600,77.0,0.0147951,0.1,40
mimic,8,1610,77.0,0.0153643,0.1,40
mimic,8,1620,77.0,0.01514,0.1,40
mimic,8,1630,77.0,0.0142886,0.1,40
mimic,8,1640,77.0,0.0141794,0.1,40
mimic,8,1650,77.0,0.0140277,0.1,40
mimic,8,1660,77.0,0.0148444,0.1,40
mimic,8,1670,77.0,0.0142701000001,0.1,40
mimic,8,1680,77.0,0.0160684,0.1,40
mimic,8,1690,77.0,0.0143233,0.1,40
mimic,8,1700,77.0,0.0139913,0.1,40
mimic,8,1710,77.0,0.0150601,0.1,40
mimic,8,1720,77.0,0.0148462999999,0.1,40
mimic,8,1730,77.0,0.0138596999999,0.1,40
mimic,8,1740,77.0,0.0156484,0.1,40
mimic,8,1750,77.0,0.0141781999999,0.1,40
mimic,8,1760,77.0,0.0160949,0.1,40
mimic,8,1770,77.0,0.0147354999999,0.1,40
mimic,8,1780,77.0,0.0138334,0.1,40
mimic,8,1790,77.0,0.0155593000001,0.1,40
mimic,8,1800,77.0,0.0138915,0.1,40
mimic,8,1810,77.0,0.0145209999999,0.1,40
mimic,8,1820,77.0,0.0148889,0.1,40
mimic,8,1830,77.0,0.0144382999999,0.1,40
mimic,8,1840,77.0,0.0141483,0.1,40
mimic,8,1850,77.0,0.0165635000001,0.1,40
mimic,8,1860,77.0,0.0154054,0.1,40
mimic,8,1870,77.0,0.0145992,0.1,40
mimic,8,1880,77.0,0.0136683999999,0.1,40
mimic,8,1890,77.0,0.0138081,0.1,40
mimic,8,1900,77.0,0.0146439,0.1,40
mimic,8,1910,77.0,0.0149461999999,0.1,40
mimic,8,1920,77.0,0.0144928,0.1,40
mimic,8,1930,77.0,0.0144432,0.1,40
mimic,8,1940,77.0,0.0153637,0.1,40
mimic,8,1950,77.0,0.0152487,0.1,40
mimic,8,1960,77.0,0.0140701,0.1,40
mimic,8,1970,77.0,0.0156562000001,0.1,40
mimic,8,1980,77.0,0.0154101000001,0.1,40
mimic,8,1990,77.0,0.0148638000001,0.1,40
mimic,8,2000,77.0,0.0147092,0.1,40
mimic,8,2010,77.0,0.0173401000001,0.1,40
mimic,8,2020,77.0,0.0160262999999,0.1,40
mimic,8,2030,77.0,0.0152061,0.1,40
mimic,8,2040,77.0,0.0132171,0.1,40
mimic,8,2050,77.0,0.0156117,0.1,40
mimic,8,2060,77.0,0.0150659,0.1,40
mimic,8,2070,77.0,0.0145037,0.1,40
mimic,8,2080,77.0,0.0148787000001,0.1,40
mimic,8,2090,77.0,0.0142308,0.1,40
mimic,8,2100,77.0,0.0152367000001,0.1,40
mimic,8,2110,77.0,0.014963,0.1,40
mimic,8,2120,77.0,0.014669,0.1,40
mimic,8,2130,77.0,0.0161360000001,0.1,40
mimic,8,2140,77.0,0.0146023,0.1,40
mimic,8,2150,77.0,0.0166280000001,0.1,40
mimic,8,2160,77.0,0.0163582,0.1,40
mimic,8,2170,77.0,0.0155907000001,0.1,40
mimic,8,2180,77.0,0.0158640000001,0.1,40
mimic,8,2190,77.0,0.0148504,0.1,40
mimic,8,2200,77.0,0.0154295999999,0.1,40
mimic,8,2210,77.0,0.0146649,0.1,40
mimic,8,2220,77.0,0.0148274000001,0.1,40
mimic,8,2230,77.0,0.0159566,0.1,40
mimic,8,2240,77.0,0.0152061,0.1,40
mimic,8,2250,77.0,0.0150382,0.1,40
mimic,8,2260,77.0,0.0149174000001,0.1,40
mimic,8,2270,77.0,0.0148690999999,0.1,40
mimic,8,2280,77.0,0.0147136000001,0.1,40
mimic,8,2290,77.0,0.0148355,0.1,40
mimic,8,2300,77.0,0.015111,0.1,40
mimic,8,2310,77.0,0.0166875,0.1,40
mimic,8,2320,77.0,0.015083,0.1,40
mimic,8,2330,77.0,0.0164308,0.1,40
mimic,8,2340,77.0,0.0454756,0.1,40
mimic,8,2350,77.0,0.0212455,0.1,40
mimic,8,2360,77.0,0.0300255999999,0.1,40
mimic,8,2370,77.0,0.0148502,0.1,40
mimic,8,2380,77.0,0.0150358,0.1,40
mimic,8,2390,77.0,0.0159118,0.1,40
mimic,8,2400,77.0,0.0145769999999,0.1,40
mimic,8,2410,77.0,0.0147285,0.1,40
mimic,8,2420,77.0,0.0138486000001,0.1,40
mimic,8,2430,77.0,0.0155960999999,0.1,40
mimic,8,2440,77.0,0.0147890000001,0.1,40
mimic,8,2450,77.0,0.0146662,0.1,40
mimic,8,2460,77.0,0.0148545,0.1,40
mimic,8,2470,77.0,0.0147757000001,0.1,40
mimic,8,2480,77.0,0.0149918999999,0.1,40
mimic,8,2490,77.0,0.0144546,0.1,40
mimic,8,2500,77.0,0.0149569,0.1,40
mimic,8,2510,77.0,0.0147940000001,0.1,40
mimic,8,2520,77.0,0.0156736,0.1,40
mimic,8,2530,77.0,0.0147615,0.1,40
mimic,8,2540,77.0,0.0154896,0.1,40
mimic,8,2550,77.0,0.0153660999999,0.1,40
mimic,8,2560,77.0,0.0172183999999,0.1,40
mimic,8,2570,77.0,0.0155803,0.1,40
mimic,8,2580,77.0,0.0149054,0.1,40
mimic,8,2590,77.0,0.0150176999999,0.1,40
mimic,8,2600,77.0,0.0149891,0.1,40
mimic,8,2610,77.0,0.0150003,0.1,40
mimic,8,2620,77.0,0.0147957,0.1,40
mimic,8,2630,77.0,0.0150904,0.1,40
mimic,8,2640,77.0,0.0148917,0.1,40
mimic,8,2650,77.0,0.0151341000001,0.1,40
mimic,8,2660,77.0,0.0151743,0.1,40
mimic,8,2670,77.0,0.0150811,0.1,40
mimic,8,2680,77.0,0.0157938,0.1,40
mimic,8,2690,77.0,0.0159471000001,0.1,40
mimic,8,2700,77.0,0.0431742,0.1,40
mimic,8,2710,77.0,0.0150404,0.1,40
mimic,8,2720,77.0,0.0200606999999,0.1,40
mimic,8,2730,77.0,0.0150162,0.1,40
mimic,8,2740,77.0,0.0151477000001,0.1,40
mimic,8,2750,77.0,0.0150724,0.1,40
mimic,8,2760,77.0,0.0139766,0.1,40
mimic,8,2770,77.0,0.0146337,0.1,40
mimic,8,2780,77.0,0.0146662000001,0.1,40
mimic,8,2790,77.0,0.0142647,0.1,40
mimic,8,2800,77.0,0.0157967,0.1,40
mimic,8,2810,77.0,0.0138349,0.1,40
mimic,8,2820,77.0,0.0135172,0.1,40
mimic,8,2830,77.0,0.0154737,0.1,40
mimic,8,2840,77.0,0.0146503,0.1,40
mimic,8,2850,77.0,0.0147096000001,0.1,40
mimic,8,2860,77.0,0.0145294,0.1,40
mimic,8,2870,77.0,0.015361,0.1,40
mimic,8,2880,77.0,0.013946,0.1,40
mimic,8,2890,77.0,0.0140064,0.1,40
mimic,8,2900,77.0,0.0144779,0.1,40
mimic,8,2910,77.0,0.0148829,0.1,40
mimic,8,2920,77.0,0.014276,0.1,40
mimic,8,2930,77.0,0.0151317,0.1,40
mimic,8,2940,77.0,0.0149018,0.1,40
mimic,8,2950,77.0,0.0145378000001,0.1,40
mimic,8,2960,77.0,0.0148868,0.1,40
mimic,8,2970,77.0,0.0145628,0.1,40
mimic,8,2980,77.0,0.0150508,0.1,40
mimic,8,2990,77.0,0.0157112999999,0.1,40
mimic,8,3000,77.0,0.0139944,0.1,40
mimic,8,3010,77.0,0.0140801,0.1,40
mimic,8,3020,77.0,0.0157866000001,0.1,40
mimic,8,3030,77.0,0.0139793,0.1,40
mimic,8,3040,77.0,0.0146980999999,0.1,40
mimic,8,3050,77.0,0.014989,0.1,40
mimic,8,3060,77.0,0.0139754,0.1,40
mimic,8,3070,77.0,0.0164347,0.1,40
mimic,8,3080,77.0,0.0153204,0.1,40
mimic,8,3090,77.0,0.0152522,0.1,40
mimic,8,3100,77.0,0.0154219999999,0.1,40
mimic,8,3110,77.0,0.0151842,0.1,40
mimic,8,3120,77.0,0.0146827,0.1,40
mimic,8,3130,77.0,0.0141909,0.1,40
