Alg,Set_Num,Rep_num,Fitness,Seconds,tokeep,samples
mimic,1,630,74.0,0.014533,0.1,30
mimic,1,640,74.0,0.0131546,0.1,30
mimic,1,650,74.0,0.0137597,0.1,30
mimic,1,660,74.0,0.0147434,0.1,30
mimic,1,670,74.0,0.0145688,0.1,30
mimic,1,680,74.0,0.0130263,0.1,30
mimic,1,690,74.0,0.0138102,0.1,30
mimic,1,700,74.0,0.015022,0.1,30
mimic,1,710,74.0,0.0141807,0.1,30
mimic,1,720,74.0,0.0137048,0.1,30
mimic,1,730,74.0,0.0136151,0.1,30
mimic,1,740,74.0,0.0140656,0.1,30
mimic,1,750,74.0,0.01433,0.1,30
mimic,1,760,74.0,0.0140551,0.1,30
mimic,1,770,74.0,0.0146481,0.1,30
mimic,1,780,74.0,0.0136753,0.1,30
mimic,1,790,74.0,0.0157083,0.1,30
mimic,1,800,74.0,0.0149561,0.1,30
mimic,1,810,74.0,0.0154137,0.1,30
mimic,1,820,74.0,0.0180892,0.1,30
mimic,1,830,74.0,0.0153328,0.1,30
mimic,1,840,74.0,0.0143055,0.1,30
mimic,1,850,74.0,0.0143756,0.1,30
mimic,1,860,74.0,0.0140041,0.1,30
mimic,1,870,74.0,0.0142997,0.1,30
mimic,1,880,74.0,0.0146405,0.1,30
mimic,1,890,74.0,0.0135808,0.1,30
mimic,1,900,74.0,0.0137374,0.1,30
mimic,1,910,74.0,0.0136631,0.1,30
mimic,1,920,74.0,0.0139005,0.1,30
mimic,1,930,74.0,0.015208,0.1,30
mimic,1,940,74.0,0.0145388,0.1,30
mimic,1,950,74.0,0.0147517,0.1,30
mimic,1,960,74.0,0.0140752,0.1,30
mimic,1,970,74.0,0.0136152,0.1,30
mimic,1,980,74.0,0.0133729,0.1,30
mimic,1,990,74.0,0.0144575,0.1,30
mimic,1,1000,74.0,0.0129805,0.1,30
mimic,1,1010,74.0,0.0136314,0.1,30
mimic,1,1020,74.0,0.0148036,0.1,30
mimic,1,1030,74.0,0.0145612,0.1,30
mimic,1,1040,74.0,0.015482,0.1,30
mimic,1,1050,74.0,0.0141578,0.1,30
mimic,1,1060,74.0,0.0145256,0.1,30
mimic,1,1070,74.0,0.0150015,0.1,30
mimic,1,1080,74.0,0.0153365,0.1,30
mimic,1,1090,74.0,0.0139478,0.1,30
mimic,1,1100,74.0,0.0150317,0.1,30
mimic,1,1110,74.0,0.0136813,0.1,30
mimic,1,1120,74.0,0.019465,0.1,30
mimic,1,1130,74.0,0.0142992,0.1,30
mimic,1,1140,74.0,0.0134552,0.1,30
mimic,1,1150,74.0,0.0154911,0.1,30
mimic,1,1160,74.0,0.0173778,0.1,30
mimic,1,1170,74.0,0.0159582,0.1,30
mimic,1,1180,74.0,0.0138272,0.1,30
mimic,1,1190,74.0,0.0137143,0.1,30
mimic,1,1200,74.0,0.0140699,0.1,30
mimic,1,1210,74.0,0.0152206,0.1,30
mimic,1,1220,74.0,0.0138671,0.1,30
mimic,1,1230,74.0,0.0152048,0.1,30
mimic,1,1240,74.0,0.0139787,0.1,30
mimic,1,1250,74.0,0.0148667,0.1,30
mimic,1,1260,74.0,0.0144888,0.1,30
mimic,1,1270,74.0,0.0137049,0.1,30
mimic,1,1280,74.0,0.0142319,0.1,30
mimic,1,1290,74.0,0.014751,0.1,30
mimic,1,1300,74.0,0.0135169,0.1,30
mimic,1,1310,74.0,0.0138004,0.1,30
mimic,1,1320,74.0,0.013227,0.1,30
mimic,1,1330,72.0,0.0144033,0.1,30
mimic,1,1340,72.0,0.0157879,0.1,30
mimic,1,1350,72.0,0.0144977,0.1,30
mimic,1,1360,72.0,0.013268,0.1,30
mimic,1,1370,72.0,0.0158357,0.1,30
mimic,1,1380,72.0,0.0139625,0.1,30
mimic,1,1390,74.0,0.0142053,0.1,30
mimic,1,1400,74.0,0.0134774,0.1,30
mimic,1,1410,74.0,0.0139339,0.1,30
mimic,1,1420,74.0,0.0146809,0.1,30
mimic,1,1430,74.0,0.0135672,0.1,30
mimic,1,1440,74.0,0.014252,0.1,30
mimic,1,1450,74.0,0.0146951,0.1,30
mimic,1,1460,74.0,0.0141684,0.1,30
mimic,1,1470,74.0,0.0132528,0.1,30
mimic,1,1480,74.0,0.0144693,0.1,30
mimic,1,1490,74.0,0.0161067,0.1,30
mimic,1,1500,74.0,0.0178178,0.1,30
mimic,1,1510,74.0,0.0178294999999,0.1,30
mimic,1,1520,74.0,0.015018,0.1,30
mimic,1,1530,74.0,0.014492,0.1,30
mimic,1,1540,74.0,0.0143227,0.1,30
mimic,1,1550,74.0,0.0158279,0.1,30
mimic,1,1560,74.0,0.0141794,0.1,30
mimic,1,1570,74.0,0.0137805,0.1,30
mimic,1,1580,74.0,0.0146534,0.1,30
mimic,1,1590,74.0,0.014078,0.1,30
mimic,1,1600,74.0,0.013861,0.1,30
mimic,1,1610,74.0,0.0139109,0.1,30
mimic,1,1620,74.0,0.0139504,0.1,30
mimic,1,1630,74.0,0.0155766,0.1,30
mimic,1,1640,74.0,0.0169677,0.1,30
mimic,1,1650,74.0,0.0149766,0.1,30
mimic,1,1660,74.0,0.0179309,0.1,30
mimic,1,1670,74.0,0.0148759,0.1,30
mimic,1,1680,74.0,0.0168792,0.1,30
mimic,1,1690,74.0,0.0165764,0.1,30
mimic,1,1700,74.0,0.0159216,0.1,30
mimic,1,1710,74.0,0.0161172,0.1,30
mimic,1,1720,74.0,0.0149716,0.1,30
mimic,1,1730,74.0,0.0156497,0.1,30
mimic,1,1740,74.0,0.0174777,0.1,30
mimic,1,1750,74.0,0.0151358,0.1,30
mimic,1,1760,74.0,0.0154516,0.1,30
mimic,1,1770,74.0,0.0145951,0.1,30
mimic,1,1780,74.0,0.0154305,0.1,30
mimic,1,1790,74.0,0.0155477,0.1,30
mimic,1,1800,74.0,0.0139908,0.1,30
mimic,1,1810,74.0,0.0141634,0.1,30
mimic,1,1820,74.0,0.015281,0.1,30
mimic,1,1830,74.0,0.0153073,0.1,30
mimic,1,1840,74.0,0.0143787,0.1,30
mimic,1,1850,74.0,0.0132515,0.1,30
mimic,1,1860,74.0,0.0145609,0.1,30
mimic,1,1870,72.0,0.0150452,0.1,30
mimic,1,1880,72.0,0.0144603,0.1,30
mimic,1,1890,72.0,0.0178008,0.1,30
mimic,1,1900,72.0,0.0149897,0.1,30
mimic,1,1910,72.0,0.0173584,0.1,30
mimic,1,1920,72.0,0.0150634,0.1,30
mimic,1,1930,72.0,0.0132132,0.1,30
mimic,1,1940,72.0,0.0153674,0.1,30
mimic,1,1950,73.0,0.0146146,0.1,30
mimic,1,1960,73.0,0.0160062,0.1,30
mimic,1,1970,73.0,0.0139704,0.1,30
mimic,1,1980,73.0,0.0148089,0.1,30
mimic,1,1990,73.0,0.0154876,0.1,30
mimic,1,2000,73.0,0.0162749,0.1,30
mimic,1,2010,73.0,0.0145959,0.1,30
mimic,1,2020,73.0,0.0169885,0.1,30
mimic,1,2030,73.0,0.0147063,0.1,30
mimic,1,2040,73.0,0.0157675,0.1,30
mimic,1,2050,73.0,0.0134563,0.1,30
mimic,1,2060,73.0,0.0136596,0.1,30
mimic,1,2070,73.0,0.0144266,0.1,30
mimic,1,2080,73.0,0.0139284,0.1,30
mimic,1,2090,73.0,0.0141044,0.1,30
