Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,na
rhc,0,0,0.0407665816081,0.0008209,10,0
rhc,0,10,0.0422767748576,0.0006269,21,0
rhc,0,20,0.0436853189215,0.000677,32,0
rhc,0,30,0.0450367467168,0.0006347,43,0
rhc,0,40,0.0473636004904,0.0008807,54,0
rhc,0,50,0.0485904404146,0.0004711,65,0
rhc,0,60,0.0493642425694,0.0004752,76,0
rhc,0,70,0.0503315575682,0.0004523,87,0
rhc,0,80,0.0512464613461,0.0004404,98,0
rhc,0,90,0.0525279680489,0.0004454,109,0
rhc,0,100,0.0541484715864,0.0004746,120,0
rhc,0,110,0.0570703887609,0.0013815,131,0
rhc,0,120,0.0576884618818,0.000659,142,0
rhc,0,130,0.0625175856761,0.000468,153,0
rhc,0,140,0.0656064126164,0.0006097,164,0
rhc,0,150,0.0656064126164,0.0013578,175,0
rhc,0,160,0.0663160471704,0.0004968,186,0
rhc,0,170,0.0667451784113,0.0004581,197,0
rhc,0,180,0.0685184964376,0.0011528,208,0
rhc,0,190,0.0698189039107,0.0027615,219,0
rhc,0,200,0.0709144959028,0.0004883,230,0
rhc,0,210,0.0709144959028,0.0005285,241,0
rhc,0,220,0.0709144959028,0.0005051,252,0
rhc,0,230,0.0709144959028,0.000498,263,0
rhc,0,240,0.0709144959028,0.0006235,274,0
rhc,0,250,0.0710076701635,0.0022137,285,0
rhc,0,260,0.0710076701635,0.0004442,296,0
rhc,0,270,0.0710076701635,0.0004747,307,0
rhc,0,280,0.0710076701635,0.0004565,318,0
rhc,0,290,0.0719006454714,0.0009087,329,0
rhc,0,300,0.0719006454714,0.0005955,340,0
rhc,0,310,0.0719006454714,0.0016296,351,0
rhc,0,320,0.0722598581042,0.0007275,362,0
rhc,0,330,0.0722598581042,0.0005503,373,0
rhc,0,340,0.0722598581042,0.0004938,384,0
rhc,0,350,0.0722598581042,0.0006943,395,0
rhc,0,360,0.0722598581042,0.0009527,406,0
rhc,0,370,0.0738206587882,0.0005052,417,0
rhc,0,380,0.0738206587882,0.0003249,428,0
rhc,0,390,0.07634102773,0.0002629,439,0
rhc,0,400,0.07634102773,0.0001149,450,0
rhc,0,410,0.07634102773,0.000139,461,0
rhc,0,420,0.07634102773,6.93e-05,472,0
rhc,0,430,0.07634102773,7.12e-05,483,0
rhc,0,440,0.0764373541792,8.9e-05,494,0
rhc,0,450,0.0764373541792,6.55e-05,505,0
rhc,0,460,0.0764373541792,6.17e-05,516,0
rhc,0,470,0.0764373541792,7.64e-05,527,0
rhc,0,480,0.0764373541792,6.01e-05,538,0
rhc,0,490,0.0771368310765,5.68e-05,549,0
rhc,0,500,0.0779628176717,6.96e-05,560,0
rhc,0,510,0.0779628176717,0.0001795,571,0
rhc,0,520,0.0779628176717,6.86e-05,582,0
rhc,0,530,0.0779628176717,5.52e-05,593,0
rhc,0,540,0.0779628176717,9.57e-05,604,0
rhc,0,550,0.0779628176717,4.97e-05,615,0
rhc,0,560,0.0781550172024,4.35e-05,626,0
rhc,0,570,0.0781550172024,4.32e-05,637,0
rhc,0,580,0.0781550172024,5.56e-05,648,0
rhc,0,590,0.0781550172024,0.0005611,659,0
rhc,0,600,0.0781550172024,0.0001092,670,0
rhc,0,610,0.0781550172024,5.43e-05,681,0
rhc,0,620,0.0783586475472,4.55e-05,692,0
rhc,0,630,0.0783586475472,9.76e-05,703,0
rhc,0,640,0.0792088863521,5.72e-05,714,0
rhc,0,650,0.0792088863521,4.67e-05,725,0
rhc,0,660,0.0798370593425,4.8e-05,736,0
rhc,0,670,0.0798370593425,6e-05,747,0
rhc,0,680,0.0798370593425,5.3e-05,758,0
rhc,0,690,0.0798370593425,5.29e-05,769,0
rhc,0,700,0.0798370593425,4.46e-05,780,0
rhc,0,710,0.0805403209815,0.0001246,791,0
rhc,0,720,0.0805403209815,4.65e-05,802,0
rhc,0,730,0.0805403209815,6.75e-05,813,0
rhc,0,740,0.0805403209815,0.0002084,824,0
rhc,0,750,0.0805403209815,0.0005305,835,0
rhc,0,760,0.0805403209815,7.99e-05,846,0
rhc,0,770,0.0805403209815,4.21e-05,857,0
rhc,0,780,0.0808311007879,4.1e-05,868,0
rhc,0,790,0.0808311007879,6.57e-05,879,0
rhc,0,800,0.0808989177243,4.03e-05,890,0
rhc,0,810,0.0810417163521,3.91e-05,901,0
rhc,0,820,0.0810417163521,5.53e-05,912,0
rhc,0,830,0.0842280414298,0.0001294,923,0
rhc,0,840,0.0842280414298,7.39e-05,934,0
rhc,0,850,0.0842280414298,4.88e-05,945,0
rhc,0,860,0.0864256682049,9.76e-05,956,0
rhc,0,870,0.0864256682049,5.04e-05,967,0
rhc,0,880,0.0864256682049,5.68e-05,978,0
rhc,0,890,0.0864256682049,3.89e-05,989,0
rhc,0,900,0.0869941696248,3.68e-05,1000,0
rhc,0,910,0.0869941696248,4.74e-05,1011,0
rhc,0,920,0.0869941696248,3.95e-05,1022,0
rhc,0,930,0.0869941696248,4.29e-05,1033,0
rhc,0,940,0.0869941696248,3.98e-05,1044,0
rhc,0,950,0.0869941696248,0.0001249,1055,0
rhc,0,960,0.0869941696248,0.0001187,1066,0
rhc,0,970,0.0869941696248,0.0001267,1077,0
rhc,0,980,0.0869941696248,5.2e-05,1088,0
rhc,0,990,0.0869941696248,0.0001447,1099,0
rhc,0,1000,0.0869941696248,0.0001574,1110,0
rhc,0,1010,0.0869941696248,5.67e-05,1121,0
rhc,0,1020,0.0869941696248,6.37e-05,1132,0
rhc,0,1030,0.0869941696248,0.0024709,1143,0
rhc,0,1040,0.0870421245553,4.15e-05,1154,0
rhc,0,1050,0.0870421245553,4.3e-05,1165,0
rhc,0,1060,0.0870421245553,3.49e-05,1176,0
rhc,0,1070,0.0875141336013,0.0002715,1187,0
rhc,0,1080,0.0875141336013,4.23e-05,1198,0
rhc,0,1090,0.0875141336013,4.46e-05,1209,0
rhc,0,1100,0.0879218141014,6.23e-05,1220,0
rhc,0,1110,0.0879218141014,4.28e-05,1231,0
rhc,0,1120,0.0879218141014,5.99e-05,1242,0
rhc,0,1130,0.0879218141014,2.44e-05,1253,0
rhc,0,1140,0.0879218141014,2.32e-05,1264,0
rhc,0,1150,0.0884095903784,2.53e-05,1275,0
rhc,0,1160,0.0884095903784,2.51e-05,1286,0
rhc,0,1170,0.0894338352541,2.63e-05,1297,0
rhc,0,1180,0.0895083745142,3.42e-05,1308,0
rhc,0,1190,0.0895083745142,2.28e-05,1319,0
rhc,0,1200,0.0901740299941,2.57e-05,1330,0
rhc,0,1210,0.0901740299941,3.68e-05,1341,0
rhc,0,1220,0.0901740299941,3.15e-05,1352,0
rhc,0,1230,0.0904854191244,3.72e-05,1363,0
rhc,0,1240,0.0904854191244,3.32e-05,1374,0
rhc,0,1250,0.0904854191244,2.91e-05,1385,0
rhc,0,1260,0.091075057776,2.43e-05,1396,0
rhc,0,1270,0.091075057776,2.45e-05,1407,0
rhc,0,1280,0.091075057776,3.3e-05,1418,0
rhc,0,1290,0.091075057776,2.48e-05,1429,0
rhc,0,1300,0.091075057776,4.79e-05,1440,0
rhc,0,1310,0.091075057776,5.16e-05,1451,0
rhc,0,1320,0.091075057776,3.36e-05,1462,0
rhc,0,1330,0.091075057776,0.0001089,1473,0
rhc,0,1340,0.091075057776,2.27e-05,1484,0
rhc,0,1350,0.091075057776,2.57e-05,1495,0
rhc,0,1360,0.0944581344335,6.95e-05,1506,0
rhc,0,1370,0.0944581344335,2.24e-05,1517,0
rhc,0,1380,0.0944581344335,3.72e-05,1528,0
rhc,0,1390,0.0944581344335,5.52e-05,1539,0
rhc,0,1400,0.094613913952,2.93e-05,1550,0
rhc,0,1410,0.094613913952,2.59e-05,1561,0
rhc,0,1420,0.0946816652285,3.01e-05,1572,0
rhc,0,1430,0.0946816652285,9.17e-05,1583,0
rhc,0,1440,0.0946816652285,0.0001026,1594,0
rhc,0,1450,0.0946816652285,3.77e-05,1605,0
rhc,0,1460,0.0946816652285,3.74e-05,1616,0
rhc,0,1470,0.0946816652285,2.62e-05,1627,0
rhc,0,1480,0.0946816652285,2.57e-05,1638,0
rhc,0,1490,0.0946816652285,6.97e-05,1649,0
rhc,0,1500,0.0946816652285,3.12e-05,1660,0
rhc,0,1510,0.0946816652285,2.53e-05,1671,0
rhc,0,1520,0.0946816652285,9.84e-05,1682,0
rhc,0,1530,0.0946816652285,2.53e-05,1693,0
rhc,0,1540,0.0946816652285,2.47e-05,1704,0
rhc,0,1550,0.0946816652285,6.61e-05,1715,0
rhc,0,1560,0.0946816652285,2.56e-05,1726,0
rhc,0,1570,0.0946816652285,2.46e-05,1737,0
rhc,0,1580,0.0956850816936,7.47e-05,1748,0
rhc,0,1590,0.0956850816936,2.2e-05,1759,0
rhc,0,1600,0.0956850816936,2.57e-05,1770,0
rhc,0,1610,0.0956850816936,2.53e-05,1781,0
rhc,0,1620,0.0956850816936,2.33e-05,1792,0
rhc,0,1630,0.0956850816936,7.74e-05,1803,0
rhc,0,1640,0.0956850816936,0.0019523,1814,0
rhc,0,1650,0.0956850816936,3.05e-05,1825,0
rhc,0,1660,0.0956850816936,2.46e-05,1836,0
rhc,0,1670,0.0956850816936,2.27e-05,1847,0
rhc,0,1680,0.0956850816936,2.17e-05,1858,0
rhc,0,1690,0.0956850816936,2.63e-05,1869,0
rhc,0,1700,0.0956850816936,2.03e-05,1880,0
rhc,0,1710,0.0956850816936,2.13e-05,1891,0
rhc,0,1720,0.095784195931,2.05e-05,1902,0
rhc,0,1730,0.095784195931,4.83e-05,1913,0
rhc,0,1740,0.095784195931,2.31e-05,1924,0
rhc,0,1750,0.095784195931,2.5e-05,1935,0
rhc,0,1760,0.095784195931,2.84e-05,1946,0
rhc,0,1770,0.095784195931,2.3e-05,1957,0
rhc,0,1780,0.095784195931,2.76e-05,1968,0
rhc,0,1790,0.095784195931,2.01e-05,1979,0
rhc,0,1800,0.095784195931,2.23e-05,1990,0
rhc,0,1810,0.095784195931,2.3e-05,2001,0
rhc,0,1820,0.095892385701,2.29e-05,2012,0
rhc,0,1830,0.095892385701,2e-05,2023,0
rhc,0,1840,0.0964794626295,2.09e-05,2034,0
rhc,0,1850,0.0964794626295,2.01e-05,2045,0
rhc,0,1860,0.0964794626295,6.75e-05,2056,0
rhc,0,1870,0.0964794626295,3.51e-05,2067,0
rhc,0,1880,0.0964794626295,2.83e-05,2078,0
rhc,0,1890,0.0964794626295,2.42e-05,2089,0
rhc,0,1900,0.0964794626295,2.54e-05,2100,0
rhc,0,1910,0.0964794626295,3.73e-05,2111,0
rhc,0,1920,0.0964794626295,2.45e-05,2122,0
rhc,0,1930,0.0964794626295,2.3e-05,2133,0
rhc,0,1940,0.0964794626295,3.44e-05,2144,0
rhc,0,1950,0.0964794626295,0.0001444,2155,0
rhc,0,1960,0.0964794626295,4.59e-05,2166,0
rhc,0,1970,0.0964794626295,0.0001652,2177,0
rhc,0,1980,0.0964794626295,0.0001334,2188,0
rhc,0,1990,0.0964794626295,5.31e-05,2199,0
rhc,0,2000,0.0964794626295,4.56e-05,2210,0
rhc,0,2010,0.0964794626295,3.6e-05,2221,0
rhc,0,2020,0.0964794626295,3.15e-05,2232,0
rhc,0,2030,0.0964794626295,2.53e-05,2243,0
rhc,0,2040,0.0966355516431,2.64e-05,2254,0
rhc,0,2050,0.0966355516431,2.82e-05,2265,0
rhc,0,2060,0.096717715515,8.92e-05,2276,0
rhc,0,2070,0.096717715515,2.55e-05,2287,0
rhc,0,2080,0.096717715515,2.33e-05,2298,0
rhc,0,2090,0.096717715515,3.04e-05,2309,0
rhc,0,2100,0.096717715515,2.24e-05,2320,0
rhc,0,2110,0.096717715515,2.04e-05,2331,0
rhc,0,2120,0.096717715515,2.39e-05,2342,0
rhc,0,2130,0.096717715515,1.95e-05,2353,0
rhc,0,2140,0.096717715515,1.91e-05,2364,0
rhc,0,2150,0.096717715515,3.79e-05,2375,0
rhc,0,2160,0.096717715515,2.2e-05,2386,0
rhc,0,2170,0.0979030780179,2.78e-05,2397,0
rhc,0,2180,0.0979030780179,1.97e-05,2408,0
rhc,0,2190,0.0979030780179,2.25e-05,2419,0
rhc,0,2200,0.0979030780179,0.0010068,2430,0
rhc,0,2210,0.0979030780179,4.45e-05,2441,0
rhc,0,2220,0.0979030780179,4.34e-05,2452,0
rhc,0,2230,0.0979030780179,2.3e-05,2463,0
rhc,0,2240,0.0979030780179,4.69e-05,2474,0
rhc,0,2250,0.0979960167502,2.64e-05,2485,0
rhc,0,2260,0.0979960167502,8.45e-05,2496,0
rhc,0,2270,0.0979960167502,2.94e-05,2507,0
rhc,0,2280,0.0979960167502,3.24e-05,2518,0
rhc,0,2290,0.0979960167502,3.22e-05,2529,0
rhc,0,2300,0.0979960167502,2.03e-05,2540,0
rhc,0,2310,0.0979960167502,2.18e-05,2551,0
rhc,0,2320,0.0979960167502,7.11e-05,2562,0
rhc,0,2330,0.0979960167502,1.93e-05,2573,0
rhc,0,2340,0.0979960167502,1.98e-05,2584,0
rhc,0,2350,0.0979960167502,2.77e-05,2595,0
rhc,0,2360,0.100355641289,2.39e-05,2606,0
rhc,0,2370,0.100355641289,2.45e-05,2617,0
rhc,0,2380,0.100355641289,2.13e-05,2628,0
rhc,0,2390,0.100355641289,2.15e-05,2639,0
rhc,0,2400,0.100355641289,2.09e-05,2650,0
rhc,0,2410,0.100355641289,3e-05,2661,0
rhc,0,2420,0.100355641289,2.62e-05,2672,0
rhc,0,2430,0.100355641289,1.85e-05,2683,0
rhc,0,2440,0.100355641289,2.62e-05,2694,0
rhc,0,2450,0.100355641289,2.85e-05,2705,0
rhc,0,2460,0.100355641289,3.92e-05,2716,0
rhc,0,2470,0.101066662766,5.25e-05,2727,0
rhc,0,2480,0.101066662766,0.0001702,2738,0
rhc,0,2490,0.101066662766,2.06e-05,2749,0
rhc,0,2500,0.101066662766,1.85e-05,2760,0
rhc,0,2510,0.101066662766,1.9e-05,2771,0
rhc,0,2520,0.101066662766,1.9e-05,2782,0
rhc,0,2530,0.101066662766,1.93e-05,2793,0
rhc,0,2540,0.101066662766,3.07e-05,2804,0
rhc,0,2550,0.101066662766,2.81e-05,2815,0
rhc,0,2560,0.101066662766,2.19e-05,2826,0
rhc,0,2570,0.101066662766,5.14e-05,2837,0
rhc,0,2580,0.101066662766,0.0003583,2848,0
rhc,0,2590,0.101066662766,0.000117,2859,0
rhc,0,2600,0.101066662766,1.92e-05,2870,0
rhc,0,2610,0.101066662766,1.87e-05,2881,0
rhc,0,2620,0.101181673451,2.37e-05,2892,0
rhc,0,2630,0.101181673451,1.84e-05,2903,0
rhc,0,2640,0.101181673451,1.94e-05,2914,0
rhc,0,2650,0.101181673451,1.86e-05,2925,0
rhc,0,2660,0.101181673451,2.13e-05,2936,0
rhc,0,2670,0.101181673451,1.94e-05,2947,0
rhc,0,2680,0.101181673451,2.11e-05,2958,0
rhc,0,2690,0.101181673451,1.96e-05,2969,0
rhc,0,2700,0.101181673451,1.74e-05,2980,0
rhc,0,2710,0.101181673451,1.86e-05,2991,0
rhc,0,2720,0.101181673451,1.79e-05,3002,0
rhc,0,2730,0.101181673451,2.02e-05,3013,0
rhc,0,2740,0.101181673451,2.32e-05,3024,0
rhc,0,2750,0.101181673451,1.89e-05,3035,0
rhc,0,2760,0.101181673451,1.83e-05,3046,0
rhc,0,2770,0.101181673451,1.96e-05,3057,0
rhc,0,2780,0.101181673451,2.42e-05,3068,0
rhc,0,2790,0.101181673451,7.88e-05,3079,0
rhc,0,2800,0.101253905888,2.95e-05,3090,0
rhc,0,2810,0.101253905888,1.99e-05,3101,0
rhc,0,2820,0.101253905888,2.4e-05,3112,0
