Alg,Set_Num,Rep_num,Train_acc,Test_acc,Train_err,Test_err,Seconds
GA,0,0,0.240809557446,0.236226276027,0.379595221277,0.381886861986,0.5909762
GA,0,10,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5777534
GA,0,20,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5338216
GA,0,30,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5051369
GA,0,40,0.759313288904,0.764080830416,0.120343355548,0.117959584792,0.606143
GA,0,50,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5281544
GA,0,60,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5964665
GA,0,70,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.6041617
GA,0,80,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5219927
GA,0,90,0.759190442554,0.763773723973,0.12024172539,0.117862294436,0.5073361
GA,0,100,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5345155
GA,0,110,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5615936
GA,0,120,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.6619031
GA,0,130,0.759466846841,0.76432651557,0.120266576579,0.117836742215,0.5149315
GA,0,140,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.6551618
GA,0,150,0.759927520654,0.765063571034,0.120036239673,0.117468214483,0.537155
GA,0,160,0.759251865729,0.764080830416,0.120374067136,0.117959584792,0.56343
GA,0,170,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5538725
GA,0,180,0.759651116366,0.764572200725,0.120174441817,0.117713899638,0.5184894
GA,0,190,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5902354
GA,0,200,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5449921
GA,0,210,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5341828
GA,0,220,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5375654
GA,0,230,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.5266368
GA,0,240,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.50404
GA,0,250,0.759251865729,0.76389656655,0.120374067136,0.118051716725,0.5228255
