Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,na
rhc,1,1020,65.0,9.39999999999e-06,4984,0
rhc,1,1030,65.0,1.33e-05,4995,0
rhc,1,1040,65.0,9.19999999999e-06,5006,0
rhc,1,1050,65.0,9.30000000002e-06,5017,0
rhc,1,1060,65.0,9.5e-06,5028,0
rhc,1,1070,65.0,9.99999999998e-06,5039,0
rhc,1,1080,65.0,1.04e-05,5050,0
rhc,1,1090,65.0,9.39999999999e-06,5061,0
rhc,1,1100,65.0,9.6e-06,5072,0
rhc,1,1110,65.0,9.79999999998e-06,5083,0
rhc,1,1120,65.0,9.00000000001e-06,5094,0
rhc,1,1130,65.0,8.49999999999e-06,5105,0
rhc,1,1140,65.0,8.40000000002e-06,5116,0
rhc,1,1150,65.0,8.8e-06,5127,0
rhc,1,1160,65.0,9.40000000002e-06,5138,0
rhc,1,1170,65.0,9.10000000001e-06,5149,0
rhc,1,1180,65.0,1.43e-05,5160,0
rhc,1,1190,65.0,9.7e-06,5171,0
rhc,1,1200,65.0,1.66e-05,5182,0
rhc,1,1210,65.0,2.05e-05,5193,0
rhc,1,1220,65.0,1.06e-05,5204,0
rhc,1,1230,65.0,9.7e-06,5215,0
rhc,1,1240,65.0,9.39999999999e-06,5226,0
rhc,1,1250,65.0,3.28e-05,5237,0
rhc,1,1260,65.0,2.1e-05,5248,0
rhc,1,1270,65.0,2.58e-05,5259,0
rhc,1,1280,65.0,9.90000000001e-06,5270,0
rhc,1,1290,65.0,9.40000000002e-06,5281,0
rhc,1,1300,65.0,9.6e-06,5292,0
rhc,1,1310,65.0,9.19999999999e-06,5303,0
rhc,1,1320,65.0,8.89999999998e-06,5314,0
rhc,1,1330,65.0,9.5e-06,5325,0
rhc,1,1340,65.0,9.20000000001e-06,5336,0
rhc,1,1350,65.0,0.002015,5347,0
rhc,1,1360,65.0,1.68e-05,5358,0
rhc,1,1370,65.0,9.10000000001e-06,5369,0
rhc,1,1380,65.0,3.87e-05,5380,0
rhc,1,1390,65.0,1.13e-05,5391,0
rhc,1,1400,65.0,1.13e-05,5402,0
rhc,1,1410,65.0,9.5e-06,5413,0
rhc,1,1420,65.0,8.29999999999e-06,5424,0
rhc,1,1430,65.0,8.90000000001e-06,5435,0
rhc,1,1440,65.0,8.6e-06,5446,0
rhc,1,1450,65.0,7.99999999998e-06,5457,0
rhc,1,1460,65.0,8.29999999999e-06,5468,0
rhc,1,1470,65.0,9.09999999998e-06,5479,0
rhc,1,1480,65.0,9.5e-06,5490,0
rhc,1,1490,65.0,1.21e-05,5501,0
rhc,1,1500,65.0,8.6e-06,5512,0
rhc,1,1510,65.0,1.21e-05,5523,0
rhc,1,1520,65.0,8.7e-06,5534,0
rhc,1,1530,65.0,8.99999999998e-06,5545,0
rhc,1,1540,65.0,8.49999999999e-06,5556,0
rhc,1,1550,65.0,8.7e-06,5567,0
rhc,1,1560,65.0,8.8e-06,5578,0
rhc,1,1570,65.0,1.34e-05,5589,0
rhc,1,1580,65.0,1.54e-05,5600,0
rhc,1,1590,65.0,9.00000000001e-06,5611,0
rhc,1,1600,65.0,1.15e-05,5622,0
rhc,1,1610,65.0,1.01e-05,5633,0
rhc,1,1620,65.0,9.19999999999e-06,5644,0
rhc,1,1630,65.0,8.30000000002e-06,5655,0
rhc,1,1640,65.0,9.30000000002e-06,5666,0
rhc,1,1650,65.0,7.99999999998e-06,5677,0
rhc,1,1660,65.0,8.09999999998e-06,5688,0
rhc,1,1670,65.0,8.8e-06,5699,0
rhc,1,1680,65.0,8.39999999999e-06,5710,0
rhc,1,1690,65.0,2.34e-05,5721,0
rhc,1,1700,65.0,1.06e-05,5732,0
rhc,1,1710,65.0,1.52e-05,5743,0
rhc,1,1720,65.0,9.19999999999e-06,5754,0
rhc,1,1730,65.0,8.90000000001e-06,5765,0
rhc,1,1740,65.0,8.30000000002e-06,5776,0
rhc,1,1750,65.0,8.29999999999e-06,5787,0
rhc,1,1760,65.0,8.10000000001e-06,5798,0
rhc,1,1770,65.0,1.95e-05,5809,0
rhc,1,1780,65.0,1.42e-05,5820,0
rhc,1,1790,65.0,2.83e-05,5831,0
rhc,1,1800,65.0,8.6e-06,5842,0
rhc,1,1810,65.0,8.89999999998e-06,5853,0
rhc,1,1820,65.0,8.40000000002e-06,5864,0
rhc,1,1830,65.0,8.39999999999e-06,5875,0
rhc,1,1840,65.0,8.09999999998e-06,5886,0
rhc,1,1850,65.0,8.19999999999e-06,5897,0
rhc,1,1860,65.0,7.89999999998e-06,5908,0
rhc,1,1870,65.0,8.39999999999e-06,5919,0
rhc,1,1880,65.0,5.76e-05,5930,0
rhc,1,1890,65.0,1.55e-05,5941,0
rhc,1,1900,65.0,2.07e-05,5952,0
rhc,1,1910,65.0,1.39e-05,5963,0
rhc,1,1920,65.0,8.7e-06,5974,0
rhc,1,1930,65.0,8.7e-06,5985,0
rhc,1,1940,65.0,2.43e-05,5996,0
rhc,1,1950,65.0,9.10000000001e-06,6007,0
rhc,1,1960,65.0,8.09999999998e-06,6018,0
rhc,1,1970,65.0,7.89999999998e-06,6029,0
rhc,1,1980,65.0,8.00000000001e-06,6040,0
rhc,1,1990,65.0,1.11e-05,6051,0
rhc,1,2000,65.0,9.5e-06,6062,0
rhc,1,2010,65.0,9.40000000002e-06,6073,0
rhc,1,2020,65.0,8.00000000001e-06,6084,0
rhc,1,2030,65.0,8.99999999998e-06,6095,0
rhc,1,2040,65.0,8.20000000001e-06,6106,0
rhc,1,2050,65.0,8.49999999999e-06,6117,0
rhc,1,2060,65.0,8.09999999998e-06,6128,0
rhc,1,2070,65.0,7.7e-06,6139,0
