Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,tokeep,samples
mimic,0,0,3350.4192682,0.014108576,300,0.1,30
mimic,0,10,3499.98186333,0.010311223,631,0.1,30
mimic,0,20,3526.48343906,0.00951807199999,962,0.1,30
mimic,0,30,3597.95855032,0.009392526,1293,0.1,30
mimic,0,40,3595.36985027,0.008721181,1624,0.1,30
mimic,0,50,3634.33272944,0.008677006,1955,0.1,30
mimic,0,60,3634.33272944,0.00869411099998,2286,0.1,30
mimic,0,70,3634.33272944,0.00846342099999,2617,0.1,30
mimic,0,80,3621.40858294,0.00708640900001,2948,0.1,30
mimic,0,90,3627.13474285,0.00519075,3279,0.1,30
mimic,0,100,3632.89733493,0.005407644,3610,0.1,30
mimic,0,110,3712.55930907,0.005333662,3941,0.1,30
mimic,0,120,3718.64200401,0.00618909300002,4272,0.1,30
mimic,0,130,3719.239589,0.005423901,4603,0.1,30
mimic,0,140,3719.78197391,0.00492964899999,4934,0.1,30
mimic,0,150,3719.239589,0.00487751099999,5265,0.1,30
mimic,0,160,3719.239589,0.00494571199999,5596,0.1,30
mimic,0,170,3719.239589,0.00493124799999,5927,0.1,30
mimic,0,180,3719.239589,0.004879217,6258,0.1,30
mimic,0,190,3719.239589,0.00501282900001,6589,0.1,30
mimic,0,200,3719.239589,0.004825641,6920,0.1,30
mimic,0,210,3719.78197391,0.004926033,7251,0.1,30
mimic,0,220,3719.78197391,0.00483050300002,7582,0.1,30
mimic,0,230,3719.78197391,0.00481745900001,7913,0.1,30
mimic,0,240,3719.78197391,0.00481969000001,8244,0.1,30
mimic,0,250,3719.78197391,0.00485644299999,8575,0.1,30
mimic,0,260,3719.78197391,0.004827965,8906,0.1,30
mimic,0,270,3719.78197391,0.004680046,9237,0.1,30
mimic,0,280,3719.78197391,0.00469610499999,9568,0.1,30
mimic,0,290,3719.78197391,0.00470374699998,9899,0.1,30
mimic,0,300,3719.78197391,0.004651935,10230,0.1,30
mimic,0,310,3719.78197391,0.00466819499999,10561,0.1,30
mimic,0,320,3719.78197391,0.00460912700001,10892,0.1,30
