Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,tokeep,samples
mimic,0,2680,76.0,0.014057982,89008,0.1,30
mimic,0,2690,76.0,0.014075527,89339,0.1,30
mimic,0,2700,76.0,0.013822022,89670,0.1,30
mimic,0,2710,76.0,0.014163994,90001,0.1,30
mimic,0,2720,76.0,0.013812592,90332,0.1,30
mimic,0,2730,76.0,0.013742473,90663,0.1,30
mimic,0,2740,76.0,0.013704288,90994,0.1,30
mimic,0,2750,76.0,0.013718509,91325,0.1,30
mimic,0,2760,76.0,0.015193938,91656,0.1,30
mimic,0,2770,76.0,0.014300055,91987,0.1,30
mimic,0,2780,76.0,0.014387632,92318,0.1,30
mimic,0,2790,76.0,0.015019618,92649,0.1,30
mimic,0,2800,74.0,0.014844616,92980,0.1,30
mimic,0,2810,76.0,0.014301066,93311,0.1,30
mimic,0,2820,76.0,0.013933136,93642,0.1,30
mimic,0,2830,76.0,0.013832507,93973,0.1,30
mimic,0,2840,76.0,0.014389932,94304,0.1,30
mimic,0,2850,76.0,0.014467922,94635,0.1,30
mimic,0,2860,76.0,0.014248499,94966,0.1,30
mimic,0,2870,76.0,0.014265804,95297,0.1,30
mimic,0,2880,76.0,0.014361434,95628,0.1,30
mimic,0,2890,76.0,0.014527646,95959,0.1,30
mimic,0,2900,76.0,0.014331497,96290,0.1,30
mimic,0,2910,76.0,0.022446939,96621,0.1,30
mimic,0,2920,76.0,0.024869135,96952,0.1,30
mimic,0,2930,76.0,0.018766983,97283,0.1,30
mimic,0,2940,76.0,0.013222224,97614,0.1,30
mimic,0,2950,76.0,0.013967809,97945,0.1,30
mimic,0,2960,76.0,0.013786862,98276,0.1,30
mimic,0,2970,76.0,0.013896253,98607,0.1,30
mimic,0,2980,76.0,0.013584191,98938,0.1,30
mimic,0,2990,76.0,0.014069713,99269,0.1,30
mimic,0,3000,76.0,0.013834339,99600,0.1,30
mimic,0,3010,76.0,0.014102201,99931,0.1,30
mimic,0,3020,76.0,0.014015175,100262,0.1,30
mimic,0,3030,76.0,0.013822159,100593,0.1,30
mimic,0,3040,76.0,0.013903449,100924,0.1,30
mimic,0,3050,76.0,0.0138087,101255,0.1,30
mimic,0,3060,76.0,0.013498392,101586,0.1,30
mimic,0,3070,76.0,0.014179373,101917,0.1,30
mimic,0,3080,76.0,0.014067167,102248,0.1,30
mimic,0,3090,76.0,0.013981586,102579,0.1,30
mimic,0,3100,76.0,0.013974153,102910,0.1,30
mimic,0,3110,76.0,0.014299791,103241,0.1,30
mimic,0,3120,76.0,0.013977377,103572,0.1,30
mimic,0,3130,76.0,0.013675279,103903,0.1,30
mimic,0,3140,76.0,0.013796208,104234,0.1,30
mimic,0,3150,76.0,0.013991595,104565,0.1,30
mimic,0,3160,76.0,0.014098285,104896,0.1,30
mimic,0,3170,76.0,0.013943965,105227,0.1,30
mimic,0,3180,76.0,0.014264858,105558,0.1,30
mimic,0,3190,76.0,0.0141535,105889,0.1,30
mimic,0,3200,76.0,0.014758697,106220,0.1,30
mimic,0,3210,76.0,0.013510058,106551,0.1,30
mimic,0,3220,76.0,0.013810582,106882,0.1,30
mimic,0,3230,76.0,0.013295038,107213,0.1,30
mimic,0,3240,76.0,0.01344455,107544,0.1,30
mimic,0,3250,76.0,0.013818524,107875,0.1,30
