Alg,Set_Num,Rep_num,Train_acc,Test_acc,Train_err,Test_err,Seconds
GA,0,0,0.775314025982,0.778760518396,0.112237018245,0.110653871742,0.786234442
GA,0,1,0.240809557446,0.236226276027,0.379595221277,0.381886861986,0.877576483
GA,0,2,0.779644359817,0.783367115042,0.110342592922,0.108484974951,0.711415948
GA,0,3,0.766991185774,0.77188133407,0.11647190323,0.11387513662,0.71454918
GA,0,4,0.763612911151,0.768748848351,0.118178146476,0.115625575825,0.748348941
GA,0,5,0.765271336875,0.770038695412,0.117348975165,0.114970857012,0.652646814
GA,0,6,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.672314589
GA,0,7,0.759558981604,0.764387936859,0.120220508962,0.117836743777,0.647544152
GA,0,8,0.239918921409,0.2347521651,0.380040539295,0.38262391745,0.692758219
GA,0,9,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.670834059
GA,0,10,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.679617268
GA,0,11,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.715764246
GA,0,12,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.776650681
GA,0,13,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.690672955
GA,0,14,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.721338443
GA,0,15,0.763305795277,0.768134635465,0.118347090392,0.115901971623,0.753020849
GA,0,16,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.748703676
GA,0,17,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.763848777
GA,0,18,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.685412526
GA,0,19,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.690628142
GA,0,20,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.70024644
GA,0,21,0.759251865729,0.764019409127,0.120255958529,0.117848569461,0.700859188
GA,0,22,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.665325849
GA,0,23,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.689646622
GA,0,24,0.759589693191,0.764387936859,0.120205153404,0.117806031571,0.729135275
GA,0,25,0.759190442554,0.763773723973,0.130252204232,0.130341707569,0.712335772
GA,0,26,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.7060629
GA,0,27,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.689267289
GA,0,28,0.76180092749,0.766291996806,0.11761610846,0.115275910211,0.702033778
GA,0,29,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.690374498
GA,0,30,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.713308038
GA,0,31,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.672306876
GA,0,32,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.647973058
GA,0,33,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.671011256
GA,0,34,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.685835736
GA,0,35,0.759466846841,0.76432651557,0.120266576579,0.117836742215,0.704282388
GA,0,36,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.699306766
GA,0,37,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.751758208
GA,0,38,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.747308061
GA,0,39,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.736173201
GA,0,40,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.739436102
GA,0,41,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.696170973
GA,0,42,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.715015908
GA,0,43,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.698427597
GA,0,44,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.750215622
GA,0,45,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.699152107
GA,0,46,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.698852012
GA,0,47,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.695643111
GA,0,48,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.723782807
GA,0,49,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.740366938
GA,0,50,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.713794024
GA,0,51,0.759190442554,0.763773723973,0.120404778723,0.118113138014,0.687964584
